security,strike,expiry,option_type,settlement_price,last_price,bid,ask,mid_price,volume,open_interest,implied_vol,delta,gamma,theta,vega
NVDA US 06/18/26 P34 Equity,34.0,2026-06-18,PUT,,0.09,0.06,0.09,0.075,1.0,168,83.02001,-0.002047,9.8e-05,-0.001565,0.009724
NVDA US 06/18/26 P35 Equity,35.0,2026-06-18,PUT,,0.09,0.07,0.09,0.08,10.0,2921,82.96626,-0.001961,9.4e-05,-0.001493,0.010008
NVDA US 06/18/26 P46 Equity,46.0,2026-06-18,PUT,,0.2,0.14,0.18,0.16,57.0,1406,76.39975,-0.003614,0.000175,-0.00277,0.017553
NVDA US 06/18/26 P47 Equity,47.0,2026-06-18,PUT,,0.18,0.15,0.19,0.16999999999999998,1.0,1388,75.91078,-0.004247,0.000211,-0.002812,0.019096
NVDA US 06/18/26 P48 Equity,48.0,2026-06-18,PUT,,0.21,0.16,0.19,0.175,10.0,816,75.39979,-0.004006,0.000194,-0.003033,0.019348
NVDA US 06/18/26 P49 Equity,49.0,2026-06-18,PUT,,0.18,0.16,0.19,0.175,5.0,3130,74.35687,-0.003947,0.000196,-0.002897,0.018962
NVDA US 06/18/26 P50 Equity,50.0,2026-06-18,PUT,,0.19,0.17,0.2,0.185,36.0,6844,73.85552,-0.004184,0.000208,-0.003028,0.019975
NVDA US 06/18/26 P51 Equity,51.0,2026-06-18,PUT,,0.18,0.18,0.21,0.195,14.0,919,73.34226,-0.004069,0.000208,-0.002894,0.019481
NVDA US 06/18/26 P52 Equity,52.0,2026-06-18,PUT,,0.28,0.19,0.21,0.2,100.0,6099,72.58372,-0.004667,0.000232,-0.003288,0.02205
NVDA US 06/18/26 P53 Equity,53.0,2026-06-18,PUT,,0.28,0.2,0.23,0.21500000000000002,33.0,727,72.26688,-0.005016,0.000248,-0.003536,0.023608
NVDA US 06/18/26 P54 Equity,54.0,2026-06-18,PUT,,0.33,0.21,0.24,0.22499999999999998,1.0,471,71.73406,-0.005239,0.000259,-0.003659,0.024584
NVDA US 06/18/26 P55 Equity,55.0,2026-06-18,PUT,,0.25,0.22,0.24,0.22999999999999998,60.0,5193,70.98813,-0.005331,0.000267,-0.003657,0.02494
NVDA US 06/18/26 P66 Equity,66.0,2026-06-18,PUT,,0.42,0.34,0.38,0.36,2.0,911,65.50816,-0.00887,0.000452,-0.005251,0.038883
NVDA US 06/18/26 P67 Equity,67.0,2026-06-18,PUT,,0.4,0.35,0.39,0.37,7.0,750,64.93973,-0.009143,0.000468,-0.005356,0.039959
NVDA US 06/18/26 P68 Equity,68.0,2026-06-18,PUT,,0.39,0.37,0.41,0.39,2.0,861,64.6354,-0.009668,0.000509,-0.005304,0.040843
NVDA US 06/18/26 P69 Equity,69.0,2026-06-18,PUT,,0.41,0.39,0.41,0.4,65.0,3158,64.06831,-0.010456,0.000554,-0.005472,0.043101
NVDA US 06/18/26 P70 Equity,70.0,2026-06-18,PUT,,0.41,0.41,0.43,0.42,10.0,69102,63.74086,-0.01028,0.000546,-0.00551,0.043157
NVDA US 06/18/26 P71 Equity,71.0,2026-06-18,PUT,,0.56,0.41,0.45,0.43,5.0,935,63.17229,-0.010673,0.000551,-0.005979,0.045801
NVDA US 06/18/26 P72 Equity,72.0,2026-06-18,PUT,,0.47,0.44,0.47,0.45499999999999996,2.0,3793,62.94051,-0.011924,0.000626,-0.006118,0.048581
NVDA US 06/18/26 P73 Equity,73.0,2026-06-18,PUT,,0.6,0.45,0.48,0.46499999999999997,5.0,16016,62.36758,-0.011556,0.000599,-0.00628,0.048963
NVDA US 06/18/26 P74 Equity,74.0,2026-06-18,PUT,,0.57,0.47,0.5,0.485,4.0,3317,62.00942,-0.012071,0.000626,-0.006478,0.050831
NVDA US 06/18/26 P75 Equity,75.0,2026-06-18,PUT,,0.5,0.5,0.51,0.505,6.0,109635,61.63744,-0.012562,0.000664,-0.006439,0.05179
NVDA US 06/18/26 P36 Equity,36.0,2026-06-18,PUT,,0.14,0.07,0.1,0.085,3.0,767,82.78028,-0.002011,9.5e-05,-0.001787,0.010373
NVDA US 06/18/26 P37 Equity,37.0,2026-06-18,PUT,,0.13,0.08,0.11,0.095,4.0,324,81.45602,-0.002394,0.00011,-0.00208,0.012074
NVDA US 06/18/26 P38 Equity,38.0,2026-06-18,PUT,,,0.08,0.12,0.1,0.0,1874,82.14186,-0.00259,0.000119,-0.002223,0.012968
NVDA US 06/18/26 P39 Equity,39.0,2026-06-18,PUT,,0.13,0.09,0.13,0.11,136.0,841,80.90465,-0.002476,0.000117,-0.002081,0.012456
NVDA US 06/18/26 P40 Equity,40.0,2026-06-18,PUT,,0.11,0.1,0.12,0.11,20.0,2752,80.10259,-0.002296,0.000116,-0.001765,0.011207
NVDA US 06/18/26 P41 Equity,41.0,2026-06-18,PUT,,0.12,0.07,0.14,0.10500000000000001,10.0,532,79.71056,-0.002728,0.000135,-0.002052,0.013029
NVDA US 06/18/26 P42 Equity,42.0,2026-06-18,PUT,,0.14,0.11,0.15,0.13,5.0,769,78.8861,-0.003348,0.000165,-0.002256,0.015176
NVDA US 06/18/26 P43 Equity,43.0,2026-06-18,PUT,,0.16,0.12,0.16,0.14,159.0,1687,77.72837,-0.003589,0.000173,-0.002336,0.017337
NVDA US 06/18/26 P44 Equity,44.0,2026-06-18,PUT,,0.16,0.13,0.17,0.15000000000000002,11.0,1655,77.97656,-0.003736,0.000184,-0.00251,0.017044
NVDA US 06/18/26 P45 Equity,45.0,2026-06-18,PUT,,0.21,0.14,0.16,0.15000000000000002,1.0,4610,77.19774,-0.00341,0.000165,-0.002637,0.016632
NVDA US 06/18/26 P56 Equity,56.0,2026-06-18,PUT,,0.32,0.22,0.26,0.24,1.0,1472,70.64427,-0.005807,0.000289,-0.003901,0.026792
NVDA US 06/18/26 P57 Equity,57.0,2026-06-18,PUT,,0.26,0.23,0.27,0.25,6.0,1449,69.90559,-0.006636,0.000345,-0.003769,0.028236
NVDA US 06/18/26 P58 Equity,58.0,2026-06-18,PUT,,0.26,0.24,0.28,0.26,5.0,1604,69.35949,-0.006425,0.000333,-0.003841,0.028089
NVDA US 06/18/26 P59 Equity,59.0,2026-06-18,PUT,,0.44,0.26,0.29,0.275,1.0,619,68.98479,-0.006609,0.000332,-0.004253,0.029987
NVDA US 06/18/26 P60 Equity,60.0,2026-06-18,PUT,,0.28,0.28,0.29,0.28500000000000003,22.0,7059,68.4326,-0.006639,0.000342,-0.004121,0.029793
NVDA US 06/18/26 P61 Equity,61.0,2026-06-18,PUT,,0.44,0.28,0.31,0.29500000000000004,20.0,609,67.87578,-0.007118,0.00036,-0.004481,0.03206
NVDA US 06/18/26 P62 Equity,62.0,2026-06-18,PUT,,,0.29,0.33,0.31,0.0,474,67.47034,-0.007522,0.000379,-0.004707,0.033719
NVDA US 06/18/26 P63 Equity,63.0,2026-06-18,PUT,,0.5,0.3,0.34,0.32,24.0,764,66.91027,-0.007764,0.000393,-0.004817,0.034725
NVDA US 06/18/26 P64 Equity,64.0,2026-06-18,PUT,,0.37,0.31,0.35,0.32999999999999996,1.0,1621,66.35659,-0.008008,0.000407,-0.004926,0.035745
NVDA US 06/18/26 P65 Equity,65.0,2026-06-18,PUT,,0.4,0.33,0.36,0.345,70.0,3727,65.94121,-0.008336,0.000426,-0.005036,0.036956
NVDA US 06/18/26 P106 Equity,106.0,2026-06-18,PUT,,2.08,1.57,1.62,1.5950000000000002,42.0,1028,52.26013,-0.040072,0.002038,-0.015137,0.139979
NVDA US 06/18/26 P107 Equity,107.0,2026-06-18,PUT,,2.16,1.63,1.69,1.66,33.0,1179,52.0342,-0.041827,0.002117,-0.015512,0.144592
NVDA US 06/18/26 P108 Equity,108.0,2026-06-18,PUT,,1.74,1.7,1.75,1.725,9.0,1910,51.84175,-0.043677,0.002221,-0.015757,0.148795
NVDA US 06/18/26 P109 Equity,109.0,2026-06-18,PUT,,1.97,1.76,1.82,1.79,1.0,680,51.62622,-0.044865,0.002259,-0.016299,0.153057
NVDA US 06/18/26 P110 Equity,110.0,2026-06-18,PUT,,1.86,1.85,1.87,1.86,6.0,24139,51.44422,-0.046535,0.002362,-0.016459,0.156707
NVDA US 06/18/26 P111 Equity,111.0,2026-06-18,PUT,,2.54,1.9,1.96,1.93,43.0,1009,51.24546,-0.04787,0.0024,-0.017117,0.161513
NVDA US 06/18/26 P112 Equity,112.0,2026-06-18,PUT,,2.47,1.97,2.03,2.0,3.0,1339,51.03685,-0.049511,0.002475,-0.017516,0.165959
NVDA US 06/18/26 P113 Equity,113.0,2026-06-18,PUT,,2.36,2.04,2.11,2.075,65.0,1808,50.84091,-0.05154,0.002563,-0.017971,0.171127
NVDA US 06/18/26 P114 Equity,114.0,2026-06-18,PUT,,2.43,2.14,2.18,2.16,8.0,2556,50.70194,-0.053328,0.002644,-0.018355,0.175715
NVDA US 06/18/26 P115 Equity,115.0,2026-06-18,PUT,,2.4,2.22,2.25,2.2350000000000003,1.0,11533,50.48709,-0.055081,0.002725,-0.018728,0.180221
NVDA US 06/18/26 P96 Equity,96.0,2026-06-18,PUT,,1.12,1.08,1.11,1.0950000000000002,1.0,3612,54.61583,-0.027739,0.001442,-0.011602,0.103231
NVDA US 06/18/26 P97 Equity,97.0,2026-06-18,PUT,,1.27,1.13,1.16,1.145,60.0,6059,54.43375,-0.028832,0.001495,-0.01197,0.106712
NVDA US 06/18/26 P98 Equity,98.0,2026-06-18,PUT,,1.17,1.16,1.2,1.18,2.0,2523,54.04389,-0.029331,0.001533,-0.012023,0.108261
NVDA US 06/18/26 P99 Equity,99.0,2026-06-18,PUT,,1.47,1.2,1.25,1.225,6.0,2236,53.8425,-0.030908,0.001599,-0.012612,0.113234
NVDA US 06/18/26 P100 Equity,100.0,2026-06-18,PUT,,1.29,1.28,1.29,1.2850000000000001,73.0,31552,53.6899,-0.03224,0.001668,-0.012878,0.116793
NVDA US 06/18/26 P101 Equity,101.0,2026-06-18,PUT,,1.46,1.3,1.35,1.3250000000000002,6.0,1853,53.43224,-0.033747,0.00173,-0.013384,0.121424
NVDA US 06/18/26 P102 Equity,102.0,2026-06-18,PUT,,1.48,1.35,1.39,1.37,1.0,2477,53.10584,-0.03469,0.001783,-0.013576,0.124165
NVDA US 06/18/26 P103 Equity,103.0,2026-06-18,PUT,,1.85,1.4,1.45,1.4249999999999998,57.0,1883,52.93159,-0.036254,0.001852,-0.01405,0.128732
NVDA US 06/18/26 P104 Equity,104.0,2026-06-18,PUT,,1.92,1.46,1.51,1.4849999999999999,42.0,1507,52.69978,-0.037468,0.001913,-0.014372,0.132269
NVDA US 06/18/26 P105 Equity,105.0,2026-06-18,PUT,,1.6,1.52,1.56,1.54,3.0,10724,52.43208,-0.038495,0.001969,-0.01462,0.135311
NVDA US 06/18/26 P86 Equity,86.0,2026-06-18,PUT,,0.96,0.73,0.78,0.755,54.0,1438,57.53315,-0.018978,0.000994,-0.008926,0.075151
NVDA US 06/18/26 P87 Equity,87.0,2026-06-18,PUT,,1.0,0.77,0.8,0.785,1.0,2326,57.22644,-0.019631,0.00103,-0.009092,0.077244
NVDA US 06/18/26 P88 Equity,88.0,2026-06-18,PUT,,0.85,0.79,0.83,0.81,18.0,1426,56.91449,-0.020627,0.001078,-0.00943,0.080473
NVDA US 06/18/26 P89 Equity,89.0,2026-06-18,PUT,,0.96,0.82,0.86,0.84,6.0,864,56.59879,-0.021415,0.001118,-0.009675,0.083047
NVDA US 06/18/26 P90 Equity,90.0,2026-06-18,PUT,,0.92,0.87,0.89,0.88,1.0,34220,56.38839,-0.022188,0.001159,-0.009915,0.085586
NVDA US 06/18/26 P91 Equity,91.0,2026-06-18,PUT,,0.93,0.89,0.93,0.91,1.0,936,56.0445,-0.024462,0.001301,-0.010107,0.09017
NVDA US 06/18/26 P92 Equity,92.0,2026-06-18,PUT,,0.99,0.92,0.96,0.94,1.0,1693,55.70018,-0.023843,0.001245,-0.010467,0.091061
NVDA US 06/18/26 P93 Equity,93.0,2026-06-18,PUT,,1.07,0.96,1.0,0.98,42.0,1940,55.46503,-0.024921,0.001297,-0.01078,0.094389
NVDA US 06/18/26 P94 Equity,94.0,2026-06-18,PUT,,1.11,0.99,1.04,1.0150000000000001,1.0,1511,55.15854,-0.025938,0.001347,-0.011087,0.097567
NVDA US 06/18/26 P95 Equity,95.0,2026-06-18,PUT,,1.14,1.04,1.07,1.0550000000000002,37.0,6356,54.89473,-0.026764,0.001392,-0.011307,0.100162
NVDA US 06/18/26 P116 Equity,116.0,2026-06-18,PUT,,2.61,2.28,2.35,2.315,1.0,1494,50.28952,-0.057215,0.002814,-0.019268,0.185709
NVDA US 06/18/26 P117 Equity,117.0,2026-06-18,PUT,,2.71,2.37,2.44,2.4050000000000002,1.0,1491,50.16101,-0.059272,0.0029,-0.019795,0.191028
NVDA US 06/18/26 P118 Equity,118.0,2026-06-18,PUT,,2.5,2.46,2.53,2.495,4.0,2161,49.96163,-0.061221,0.003018,-0.019959,0.19507
NVDA US 06/18/26 P119 Equity,119.0,2026-06-18,PUT,,2.6,2.57,2.61,2.59,1.0,2455,49.78413,-0.06343,0.003115,-0.020454,0.200463
NVDA US 06/18/26 P120 Equity,120.0,2026-06-18,PUT,,2.75,2.67,2.71,2.69,217.0,27626,49.66913,-0.065174,0.003162,-0.021088,0.205759
NVDA US 06/18/26 P121 Equity,121.0,2026-06-18,PUT,,3.16,2.76,2.81,2.785,440.0,2591,49.49114,-0.067554,0.00326,-0.021575,0.211395
NVDA US 06/18/26 P122 Equity,122.0,2026-06-18,PUT,,2.89,2.84,2.93,2.885,1.0,1543,49.32233,-0.070412,0.003414,-0.021836,0.216876
NVDA US 06/18/26 P123 Equity,123.0,2026-06-18,PUT,,3.27,2.95,3.05,3.0,80.0,1602,49.21968,-0.072299,0.003449,-0.02271,0.222924
NVDA US 06/18/26 P124 Equity,124.0,2026-06-18,PUT,,3.41,3.05,3.15,3.0999999999999996,94.0,5732,49.03154,-0.074374,0.00354,-0.023157,0.227967
NVDA US 06/18/26 P125 Equity,125.0,2026-06-18,PUT,,3.22,3.15,3.25,3.2,5.0,10178,48.83363,-0.077675,0.003715,-0.023337,0.233795
NVDA US 06/18/26 P76 Equity,76.0,2026-06-18,PUT,,0.61,0.51,0.53,0.52,5.0,14953,61.16398,-0.012902,0.000673,-0.006766,0.053866
NVDA US 06/18/26 P77 Equity,77.0,2026-06-18,PUT,,0.65,0.52,0.56,0.54,10.0,1732,60.77612,-0.013551,0.000704,-0.007054,0.056256
NVDA US 06/18/26 P78 Equity,78.0,2026-06-18,PUT,,0.57,0.54,0.58,0.56,2.0,1322,60.38741,-0.015118,0.000811,-0.007012,0.059088
NVDA US 06/18/26 P79 Equity,79.0,2026-06-18,PUT,,0.7,0.56,0.6,0.5800000000000001,12.0,953,59.99424,-0.014668,0.000764,-0.007427,0.060143
NVDA US 06/18/26 P80 Equity,80.0,2026-06-18,PUT,,0.59,0.59,0.61,0.6,10.0,27048,59.59363,-0.015015,0.0008,-0.007291,0.060588
NVDA US 06/18/26 P81 Equity,81.0,2026-06-18,PUT,,0.65,0.6,0.65,0.625,10.0,1498,59.27291,-0.017056,0.000912,-0.007731,0.065891
NVDA US 06/18/26 P82 Equity,82.0,2026-06-18,PUT,,0.8,0.63,0.67,0.65,100.0,2330,58.86144,-0.01627,0.000852,-0.007967,0.065785
NVDA US 06/18/26 P83 Equity,83.0,2026-06-18,PUT,,0.88,0.65,0.69,0.6699999999999999,64.0,1505,58.52178,-0.016944,0.000887,-0.008234,0.068185
NVDA US 06/18/26 P84 Equity,84.0,2026-06-18,PUT,,0.86,0.68,0.72,0.7,24.0,954,58.24264,-0.017602,0.000921,-0.008497,0.070541
NVDA US 06/18/26 P85 Equity,85.0,2026-06-18,PUT,,0.75,0.72,0.74,0.73,5.0,21967,57.88826,-0.017948,0.000946,-0.008576,0.071788
NVDA US 06/18/26 P126 Equity,126.0,2026-06-18,PUT,,3.75,3.3,3.35,3.325,6.0,3487,48.73694,-0.079345,0.003746,-0.024032,0.239103
NVDA US 06/18/26 P127 Equity,127.0,2026-06-18,PUT,,4.6,3.4,3.5,3.45,33.0,3913,48.60569,-0.08243,0.003857,-0.024691,0.245947
NVDA US 06/18/26 P128 Equity,128.0,2026-06-18,PUT,,3.6,3.5,3.65,3.575,12.0,1654,48.48126,-0.085971,0.004039,-0.024962,0.252158
NVDA US 06/18/26 P129 Equity,129.0,2026-06-18,PUT,,3.77,3.65,3.75,3.7,2.0,1690,48.33132,-0.087598,0.004063,-0.02572,0.257518
NVDA US 06/18/26 P130 Equity,130.0,2026-06-18,PUT,,3.88,3.8,3.85,3.825,602.0,29101,48.184,-0.089778,0.004161,-0.026099,0.262409
NVDA US 06/18/26 P132 Equity,132.0,2026-06-18,PUT,,4.11,4.05,4.15,4.1,5.0,12827,47.92995,-0.095983,0.004419,-0.027043,0.274839
NVDA US 06/18/26 P134 Equity,134.0,2026-06-18,PUT,,4.95,4.35,4.45,4.4,15.0,4250,47.72716,-0.102146,0.00461,-0.028413,0.288264
NVDA US 06/18/26 P135 Equity,135.0,2026-06-18,PUT,,4.54,4.45,4.6,4.525,46.0,11514,47.51757,-0.105826,0.004806,-0.028547,0.294114
NVDA US 06/18/26 P136 Equity,136.0,2026-06-18,PUT,,5.0,4.65,4.75,4.7,12.0,4663,47.46727,-0.108087,0.004832,-0.029467,0.300426
NVDA US 06/18/26 P138 Equity,138.0,2026-06-18,PUT,,5.05,4.95,5.05,5.0,3.0,4296,47.1658,-0.116315,0.005183,-0.030268,0.314107
NVDA US 06/18/26 P180 Equity,180.0,2026-06-18,PUT,,16.82,16.6,16.75,16.675,1737.0,9430,44.02964,-0.303413,0.009944,-0.051451,0.563857
NVDA US 06/18/26 P181 Equity,181.0,2026-06-18,PUT,,17.55,17.0,17.15,17.075,8.0,1090,43.9735,-0.309331,0.010043,-0.051803,0.568487
NVDA US 06/18/26 P182 Equity,182.0,2026-06-18,PUT,,17.95,17.45,17.55,17.5,4.0,424,43.90689,-0.315092,0.010141,-0.052126,0.572917
NVDA US 06/18/26 P183 Equity,183.0,2026-06-18,PUT,,17.89,17.85,18.0,17.925,10.0,885,43.77441,-0.321492,0.010328,-0.052049,0.576972
NVDA US 06/18/26 P184 Equity,184.0,2026-06-18,PUT,,20.74,18.25,18.4,18.325,16.0,881,43.74254,-0.326071,0.010338,-0.052688,0.580938
NVDA US 06/18/26 P185 Equity,185.0,2026-06-18,PUT,,18.93,18.65,18.85,18.75,17.0,1522,43.68976,-0.331459,0.010419,-0.053037,0.584845
NVDA US 06/18/26 P186 Equity,186.0,2026-06-18,PUT,,19.3,19.1,19.25,19.175,19.0,741,43.6159,-0.336746,0.010523,-0.053244,0.588583
NVDA US 06/18/26 P187 Equity,187.0,2026-06-18,PUT,,22.18,19.55,19.7,19.625,13.0,653,43.58602,-0.342567,0.010605,-0.053555,0.592361
NVDA US 06/18/26 P188 Equity,188.0,2026-06-18,PUT,,21.55,20.0,20.15,20.075,1.0,465,43.54638,-0.348596,0.010687,-0.053844,0.596055
NVDA US 06/18/26 P189 Equity,189.0,2026-06-18,PUT,,21.68,20.45,20.6,20.525,4.0,627,43.46731,-0.354357,0.010765,-0.05412,0.59956
NVDA US 06/18/26 P140 Equity,140.0,2026-06-18,PUT,,5.4,5.3,5.4,5.35,2574.0,21596,46.96726,-0.121266,0.005302,-0.031604,0.325743
NVDA US 06/18/26 P142 Equity,142.0,2026-06-18,PUT,,6.43,5.65,5.75,5.7,4.0,3279,46.72833,-0.127757,0.005534,-0.032669,0.338079
NVDA US 06/18/26 P144 Equity,144.0,2026-06-18,PUT,,6.35,6.05,6.15,6.1,1.0,2202,46.59801,-0.135282,0.005774,-0.033871,0.351646
NVDA US 06/18/26 P145 Equity,145.0,2026-06-18,PUT,,6.76,6.25,6.35,6.3,55.0,11595,46.43875,-0.138731,0.005902,-0.03426,0.357605
NVDA US 06/18/26 P146 Equity,146.0,2026-06-18,PUT,,7.3,6.45,6.55,6.5,13.0,6745,46.40695,-0.143047,0.006022,-0.034991,0.365045
NVDA US 06/18/26 P148 Equity,148.0,2026-06-18,PUT,,7.05,6.85,7.0,6.925,35.0,1846,46.23607,-0.150772,0.006259,-0.036201,0.378308
NVDA US 06/18/26 P150 Equity,150.0,2026-06-18,PUT,,7.38,7.3,7.4,7.35,226.0,21934,46.02102,-0.158439,0.006532,-0.037059,0.3906
NVDA US 06/18/26 P152 Equity,152.0,2026-06-18,PUT,,8.5,7.75,7.85,7.8,2.0,2658,45.82335,-0.166797,0.006761,-0.038242,0.40401
NVDA US 06/18/26 P154 Equity,154.0,2026-06-18,PUT,,9.6,8.2,8.35,8.274999999999999,7.0,2435,45.64138,-0.175278,0.007003,-0.039381,0.417093
NVDA US 06/18/26 P155 Equity,155.0,2026-06-18,PUT,,8.6,8.45,8.6,8.524999999999999,29.0,5242,45.55548,-0.181467,0.007241,-0.039671,0.424333
NVDA US 06/18/26 P170 Equity,170.0,2026-06-18,PUT,,13.04,12.9,13.05,12.975000000000001,49.0,17860,44.53833,-0.250838,0.008914,-0.047324,0.513819
NVDA US 06/18/26 P171 Equity,171.0,2026-06-18,PUT,,14.45,13.2,13.4,13.3,1.0,1025,44.49352,-0.256265,0.009007,-0.047907,0.519576
NVDA US 06/18/26 P172 Equity,172.0,2026-06-18,PUT,,15.44,13.55,13.75,13.65,107.0,1772,44.42802,-0.261385,0.00912,-0.048332,0.524915
NVDA US 06/18/26 P173 Equity,173.0,2026-06-18,PUT,,14.18,13.9,14.1,14.0,5.0,758,44.36228,-0.266293,0.009228,-0.048741,0.53003
NVDA US 06/18/26 P174 Equity,174.0,2026-06-18,PUT,,16.19,14.3,14.45,14.375,5.0,1738,44.33378,-0.271131,0.009336,-0.049127,0.534833
NVDA US 06/18/26 P175 Equity,175.0,2026-06-18,PUT,,14.82,14.65,14.8,14.725000000000001,64.0,5273,44.25938,-0.276879,0.009446,-0.04952,0.540182
NVDA US 06/18/26 P176 Equity,176.0,2026-06-18,PUT,,16.57,15.05,15.2,15.125,1.0,1755,44.25468,-0.282473,0.009542,-0.049983,0.54535
NVDA US 06/18/26 P177 Equity,177.0,2026-06-18,PUT,,15.65,15.4,15.55,15.475000000000001,10.0,821,44.14778,-0.287754,0.009655,-0.050305,0.550186
NVDA US 06/18/26 P178 Equity,178.0,2026-06-18,PUT,,17.43,15.8,15.95,15.875,1.0,582,44.12193,-0.293033,0.00975,-0.050715,0.554842
NVDA US 06/18/26 P179 Equity,179.0,2026-06-18,PUT,,16.47,16.2,16.35,16.275,10.0,485,44.08598,-0.298158,0.009845,-0.051099,0.55939
NVDA US 06/18/26 P156 Equity,156.0,2026-06-18,PUT,,9.67,8.7,8.85,8.774999999999999,2.0,1281,45.53542,-0.184211,0.007238,-0.040593,0.430226
NVDA US 06/18/26 P158 Equity,158.0,2026-06-18,PUT,,9.45,9.25,9.4,9.325,4.0,798,45.37896,-0.193191,0.007491,-0.041571,0.442894
NVDA US 06/18/26 P160 Equity,160.0,2026-06-18,PUT,,9.84,9.8,9.9,9.850000000000001,46.0,23864,45.23375,-0.201998,0.00773,-0.042602,0.455157
NVDA US 06/18/26 P162 Equity,162.0,2026-06-18,PUT,,11.12,10.35,10.5,10.425,4.0,1017,45.04686,-0.211097,0.007974,-0.043559,0.467247
NVDA US 06/18/26 P164 Equity,164.0,2026-06-18,PUT,,11.88,10.95,11.1,11.024999999999999,2.0,793,44.91222,-0.221202,0.008218,-0.044567,0.479557
NVDA US 06/18/26 P165 Equity,165.0,2026-06-18,PUT,,11.45,11.25,11.4,11.325,65.0,8167,44.84178,-0.225949,0.008334,-0.045042,0.485427
NVDA US 06/18/26 P166 Equity,166.0,2026-06-18,PUT,,13.0,11.55,11.75,11.65,3.0,450,44.79334,-0.230922,0.008442,-0.045609,0.491263
NVDA US 06/18/26 P167 Equity,167.0,2026-06-18,PUT,,13.07,11.85,12.05,11.95,7.0,479,44.70244,-0.235393,0.008557,-0.046037,0.496712
NVDA US 06/18/26 P168 Equity,168.0,2026-06-18,PUT,,13.95,12.2,12.4,12.3,56.0,555,44.69257,-0.240435,0.008663,-0.046569,0.502531
NVDA US 06/18/26 P169 Equity,169.0,2026-06-18,PUT,,14.1,12.55,12.7,12.625,4.0,556,44.61129,-0.245771,0.008792,-0.046952,0.508301
NVDA US 06/18/26 P320 Equity,320.0,2026-06-18,PUT,,136.0,120.5,121.55,121.025,3.0,0,41.89653,-0.911594,0.0084,-0.033135,0.23872
NVDA US 06/18/26 P330 Equity,330.0,2026-06-18,PUT,,,130.3,131.45,130.875,0.0,0,43.0832,-0.953977,0.007342,-0.026885,0.123721
NVDA US 06/18/26 P340 Equity,340.0,2026-06-18,PUT,,,139.65,142.05,140.85000000000002,0.0,0,44.72626,-0.899631,0.007166,-0.036712,0.265211
NVDA US 06/18/26 P350 Equity,350.0,2026-06-18,PUT,,,149.4,153.4,151.4,0.0,0,50.04304,-0.925892,0.007107,-0.033753,0.205211
NVDA US 06/18/26 P360 Equity,360.0,2026-06-18,PUT,,,159.2,163.4,161.3,0.0,0,51.39602,-0.933812,0.006601,-0.034924,0.190284
NVDA US 06/18/26 P370 Equity,370.0,2026-06-18,PUT,,,169.15,173.4,171.275,0.0,0,53.19544,-0.933732,0.006376,-0.034149,0.189074
NVDA US 06/18/26 P380 Equity,380.0,2026-06-18,PUT,,,179.65,183.4,181.525,0.0,0,56.30574,-0.925727,0.006068,-0.036967,0.212704
NVDA US 06/18/26 P390 Equity,390.0,2026-06-18,PUT,,,189.6,193.4,191.5,0.0,0,57.91735,-0.928015,0.005832,-0.035109,0.200715
NVDA US 08/21/26 C85 Equity,85.0,2026-08-21,CALL,,100.83,117.0,120.75,118.875,1.0,3,63.82145,0.989698,0.000654,0.007355,0.050004
NVDA US 08/21/26 C90 Equity,90.0,2026-08-21,CALL,,107.64,113.4,114.55,113.975,1.0,33,59.87208,0.967842,0.001392,-0.001371,0.131756
NVDA US 06/18/26 P250 Equity,250.0,2026-06-18,PUT,,61.16,58.4,58.95,58.675,13.0,550,41.43044,-0.691494,0.011733,-0.050754,0.558426
NVDA US 06/18/26 P255 Equity,255.0,2026-06-18,PUT,,63.42,62.35,62.9,62.625,14.0,267,41.3767,-0.715476,0.011515,-0.049301,0.537126
NVDA US 06/18/26 P260 Equity,260.0,2026-06-18,PUT,,71.15,66.35,67.0,66.675,2.0,74,41.23278,-0.737562,0.011303,-0.047632,0.513982
NVDA US 06/18/26 P265 Equity,265.0,2026-06-18,PUT,,74.93,70.5,71.1,70.8,2.0,44,41.18798,-0.759878,0.011046,-0.04602,0.487699
NVDA US 06/18/26 P270 Equity,270.0,2026-06-18,PUT,,86.55,74.65,75.35,75.0,2.0,10,41.16209,-0.777797,0.010771,-0.044648,0.467168
NVDA US 06/18/26 P275 Equity,275.0,2026-06-18,PUT,,90.7,78.95,79.7,79.325,2.0,2,41.16727,-0.797062,0.010483,-0.04316,0.440135
NVDA US 06/18/26 P280 Equity,280.0,2026-06-18,PUT,,88.22,83.35,84.1,83.725,2.0,53,41.17245,-0.815017,0.010195,-0.041519,0.413469
NVDA US 06/18/26 P290 Equity,290.0,2026-06-18,PUT,,93.41,92.25,93.1,92.675,3.0,11,41.05755,-0.847432,0.009616,-0.038184,0.358722
NVDA US 06/18/26 P300 Equity,300.0,2026-06-18,PUT,,102.81,101.5,102.4,101.95,1.0,1,41.50589,-0.87186,0.009083,-0.035864,0.314041
NVDA US 06/18/26 P310 Equity,310.0,2026-06-18,PUT,,127.31,110.9,111.85,111.375,3.0,0,41.53251,-0.895984,0.008781,-0.033799,0.267879
NVDA US 06/18/26 P223 Equity,223.0,2026-06-18,PUT,,44.1,39.25,39.5,39.375,2.0,19,42.21072,-0.550661,0.012229,-0.056444,0.634741
